number	title	pageid	namespace	length	touched
59621	Aquarellist_(Label)	11759145		1790	20220905105407
59622	BuzzFeed_Deutschland	11759287		120	20210429104740
59623	Wordclock_(Band)	11759326		4982	20211215151809
59624	Sinterbasierte_additive_Fertigung	11759436		35670	20230824110229
59625	Radio_Caracas_Radio	11759470		2045	20210430060524
59626	OpenSea	11759514		7670	20230118211748
59627	Pocket	11759570		13114	20230218071922
59628	Lottie_(Grafikformat)	11760108		3931	20230710100815
59629	Senketsu_No_Night_Club	11760156		10310	20230214220227
59630	Flora_&_Ulysses	11760346		8593	20211114122153
59631	CodeCheck	11760616		6928	20230628171909
59632	Anatoli_Iwanowitsch_Kitow	11760683		14263	20230713161258
59633	Smart_Building	11760687		2071	20230801140827
59634	OpenSearch_(Software)	11761235		2741	20221218221448
59635	Bad_Apple!!	11761352		9546	20230814195520
59636	Mario_Novembre	11761401		5092	20230410201310
59637	IBM_France	11761714		5122	20230723070522
59638	Meeresbodenuntersuchung_mit_Robotik	11761866		7877	20220603155134
59639	DX-Ball	11762262		5840	20230827111335
59640	Chuck_Person’s_Eccojams_Vol._1	11763164		8369	20210610090741
59641	Strafing	11763413		13096	20230806122120
59642	Die_geheime_Benedict-Gesellschaft	11763421		12863	20230601141447
59643	AN/ALE-38	11763954		5600	20230201022321
59644	DSDM	11763984		2808	20210608133739
59645	Aksys_Games	11764322		10637	20220729065945
59646	Emily_Thomey	11764576		6179	20230708202744
59647	Kabelio	11764923		4387	20220427151722
59648	Wo_ist?	11764939		8493	20230112084437
59649	SD-WAN	11765284		26501	20230824084850
59650	Generation_(Fernsehserie)	11765512		6994	20230628181032
59651	Baumarkt_(Band)	11765976		6117	20230703121426
59652	Signora_Ward_Records	11766104		2011	20230208172427
59653	Xseed_Games	11766135		13070	20230806081351
59654	Bus_Simulator_21	11766480		13872	20230831141214
59655	Kakao_Games	11767074		1945	20220826092006
59656	Programmieren_mit_der_Maus	11767486		3347	20220621124744
59657	Grama_(Halacha)	11767675		4679	20221214143548
59658	SoftMaker_Presentations	11768048		2633	20230509125247
59659	André_Hecker	11768172		12713	20230609144445
59660	System_Noire	11768258		6086	20220920153308
59661	Brad_Fuller_(Komponist)	11768426		3797	20210729142438
59662	Perfect_World_(Unternehmen)	11768511		7902	20230822073644
59663	Panama_Open_Air	11768596		5269	20230702234958
59664	FT-1000MP_MARK-V	11768673		1249	20210506183141
59665	Mz5	11768884		2141	20230508124808
59666	Onymität	11769439		2718	20230905124113
59667	Dein_letztes_Solo	11769585		4135	20230608121519
59668	Toukiden	11769710		11891	20230112215103
59669	Konami_Cross_Media_NY	11769814		1686	20230806100656
59670	Case_Management_Model_and_Notation	11769895		6012	20230514194523
59671	Mortal_Kombat_(Film,_2021)	11770268		20685	20230823151949
59672	Walter_O’Brien	11770417		20101	20230513135423
59673	Intel_Capital	11770885		3159	20230302195554
59674	CockroachDB	11770908		3758	20230824084913
59675	InsideClimate_News	11772134		2918	20221104200812
59676	Docker_Hub	11772331		118	20211114193751
59677	Containervirtualisierung	11772335	Category	59	20230820122946
59678	Jock_–_Ein_Held_auf_4_Pfoten	11772674		2992	20221024130626
59679	IT-Dienstleister_(Niederlande)	11772785	Category	127	20220819094949
59680	Verteilte_Datenverarbeitung	11772806	Category	33	20210509160205
59681	Verteiltes_Betriebssystem	11772822	Category	70	20210509161554
59682	Webflow	11772971		3138	20230523105946
59683	Solarwinds-Hack	11773235		133	20210510042337
59684	Streitkräfte_und_Strategien	11773652		7828	20230605210521
59685	Ben_Watt	11773679		15254	20230318113836
59686	JPEG_XL	11773813		15225	20230825213230
59687	Die_Goldenen_Blogger	11774049		14318	20230808122937
59688	Retro_City_Rampage	11774187		10239	20221031144137
59689	Hochleistungsrechnen	11774220	Category	32	20210510190728
59690	Ricarda_Hofmann	11774254		4645	20230414173222
59691	Fernmeldeturm_Burglengenfeld	11774406		3642	20230802131725
59692	EU-Emissionshandelsregister	11774559		6505	20221026090310
59693	Saamelaiskulttuurin_ensyklopedia	11774665		398	20230103175707
59694	Imagine_Earth	11774695		6563	20230428192905
59695	Verzeichnisdatei	11774766		3715	20230104213545
59696	Eric_Bonse	11774780		21955	20230319114914
59697	Website_(Verbraucherschutz)	11774800	Category	131	20230630133903
59698	Thorax_(DJ)	11774842		11736	20220502080908
59699	Students_for_Free_Culture	11774992		16182	20230504184650
59700	Nicole_Althaus	11775076		4554	20230217195528
59701	Chia_(Kryptowährung)	11775094		2639	20230406152325
59702	Karen_Spärck_Jones_Award	11775117		148	20210518081604
59703	Marokko-Magazin	11775387		1556	20210622121852
59704	Universelle_Turingmaschine	11775389		22017	20230723101533
59705	SMOG-1	11775506		2286	20210519145630
59706	Daði_og_Gagnamagnið	11775619		13277	20220214115523
59707	Fernmeldeturm_Blaschette	11775675		2522	20210624115157
59708	QLED-Fernseher	11776200		73	20220418124601
59709	Seed_Phrase	11776219		87	20230322120535
59710	Wolfgang_Pfau	11776305		11046	20221022080410
59711	Abigail_Thorn	11776335		21375	20230805051321
59712	DIY-1	11776436		2816	20210516105225
59713	CI/CD	11776578		3912	20230811083059
59714	Geschichte_der_Amateurfunkrufzeichen_in_Deutschland	11776849		27923	20230630153118
59715	Grinding_Gear_Games	11777312		5028	20230226215425
59716	Hitman:_Blood_Money	11777530		26312	20230827111512
59717	WPA3	11777575		6741	20230830195701
59718	Hitman:_Absolution	11777713		25315	20230805172148
59719	Jon_Mack	11778520		5811	20230414225318
59720	Tim_Rowett	11778572		9481	20221231133730
59721	DarkSide_(Hackergruppe)	11779042		6084	20220530194843
59722	Australian_Faunal_Directory	11779144		673	20230413115817
59723	Gamesplanet	11779380		12180	20220806165113
59724	Finya	11779569		11996	20230910164958
59725	Hitman_HD_Enhanced_Collection	11779654		234	20230805172201
59726	Nuclear_Strike	11779955		8438	20230222195501
59727	Stiller_Protagonist	11780014		9500	20230910005015
59728	Halston_(Fernsehserie)	11780217		5204	20230716223108
59729	Glacier_Engine	11781389		5873	20230831165137
59730	Nichtlineares_Gameplay	11781494		39133	20230909133941
59731	Puavo	11781588		2420	20220413085223
59732	Laurel_Halo	11781770		5847	20220618050646
59733	Spielesoftwareunternehmen_(Neuseeland)	11781868	Category	96	20210516073953
59734	Softwarehersteller_(Neuseeland)	11781869	Category	115	20210516074014
59735	Softwarehersteller_(Rumänien)	11781875	Category	112	20210516074458
59736	AsteroidOS	11782038		3771	20221223163417
59737	Kurt_Schips	11782484		8520	20230622152529
59738	Android_10	11783426		903	20220416114957
59739	Axis_Records	11783567		2911	20210821054626
59740	Jörg_Ißler	11783600		4799	20230306123218
59741	Stanislaw_Wladimirowitsch_Aljoschin	11783772		4520	20230412162946
59742	PCloud	11783776		9444	20230910140223
59743	Ivan_Moscovich	11784096		9169	20230504074452
59744	Harry_Potter_und_die_Kammer_des_Schreckens_(Computerspiel)	11784467		10610	20230312185824
59745	Teradata_(Software)	11784912		7477	20230120082340
59746	Mars_Red	11784978		15757	20230804224658
59747	Nick_Phoenix	11784983		3212	20221121104346
59748	Vereinigte_Stadtwerke	11785247		3664	20221010120703
59749	Wolfram_Felix_Körner	11785329		7145	20220402102613
59750	Aleh_Alkajeu	11785466		11075	20230525190909
59751	Played-A-Live_(The_Bongo_Song)	11785514		9557	20230303130229
59752	Shotcut	11785582		3744	20220110153639
59753	Pubpeer	11785607		2645	20221230014358
59754	UMB_(Unternehmen)	11786150		1613	20230704213109
59755	Fabriksoftware	11786564		5313	20221030225356
59756	Industrie_4.0_Management	11786586		2992	20230412065840
59757	BBC_Sound_Effects	11787036		3686	20230825092150
59758	Susanna_Lindeborg	11787273		3430	20230209062826
59759	AEG_80_Prozessrechner	11787371		4884	20230820103105
59760	Dialog_Forum_–_Perspektiven_aus_der_Mitte_Europas	11787497		198	20230516180007
59761	Tobias_Budde	11788036		3673	20230609005356
59762	Bettina_Gayk	11788080		4491	20220719183809
59763	Erdkunde_-_Archive_for_Scientific_Geography	11789052		9585	20230416202108
59764	Microsoft_Power_Platform	11789486		7454	20230421145515
59765	OpenBIS	11789591		2684	20221107105838
59766	MzData	11789899		2131	20210521202617
59767	.ευ	11789903		157	20210521201611
59768	.ею	11789907		157	20210521201608
59769	Bella_Poarch	11790083		7956	20230911115628
59770	Funkverkehrszeichen	11790155		4182	20211206131420
59771	Das_deutsche_Schulportal	11790328		1646	20230405102212
59772	GNU_Taler	11790361		5646	20230724092400
59773	Morsecode	11790549	Category	84	20210522140642
59774	Sexify	11791142		12949	20230111120918
59775	Majestic_12_(Duo)	11791976		3106	20220209100631
59776	Sekai_Saikō_no_Ansatsusha,_Isekai_Kizoku_ni_Tensei_suru	11793247		15273	20220726220958
59777	Raman_Pratassewitsch	11793319		27959	20230825212650
59778	Die_Mitchells_gegen_die_Maschinen	11793441		36744	20230822084749
59779	Acorn_Phoebe	11793466		8067	20210705080708
59780	Might_&_Magic:_Heroes_VII	11793989		6190	20220529150945
59781	Bernd_Bergmair	11794024		7234	20230223230227
59782	Green_Film_Shooting	11794168		10122	20230516194236
59783	Datenverkehrsklassifizierung	11794577		2387	20230725121103
59784	Online_Encyclopedia_of_Mass_Violence	11794788		2780	20230709164424
59785	FTX_Crypto_Cup	11794875		9389	20210820021809
59786	Samsung_Galaxy_A51	11795323		7027	20230408170854
59787	Charles_Hoskinson	11795361		10556	20230428015532
59788	Mittelwellensender_Reutlingen	11795627		3439	20210613202305
59789	Forndom	11795974		2933	20230215092919
59790	Nytt_Land	11796145		2754	20211006183023
59791	Fedrespor	11796204		2161	20210620134058
59792	Jens_Lehmann_(Informatiker)	11796217		9257	20220907053913
59793	Osi_and_the_Jupiter	11796340		1987	20210911131445
59794	Entgrenzung	11796698		60444	20230816091944
59795	Tecla-Haus	11796715		12052	20230522154438
59796	Beatamines	11796780		2559	20230628173755
59797	Code_Injection	11797234		22930	20230619160555
59798	PSIM	11797540		9209	20221019123601
59799	Salt_(Lied)	11797662		6040	20230904161315
59800	Computer_2000	11797907		2444	20210529185559
59801	Doctolib	11797916		26586	20230831090029
59802	Docs_in_Clouds	11798170		7185	20230511151333
59803	PeerTube	11798583		9558	20230907101144
59804	Inform_(Unternehmen)	11798746		2949	20210603122128
59805	Kateryna_Pawlenko	11798776		6811	20230824120859
59806	Donald_F._Squires	11799021		5772	20230412163438
59807	Wolfgang_Lehner_(Informatiker)	11799080		6416	20230612113514
59808	Wish_Upon_the_Pleiades	11799146		20393	20220530185429
59809	Wahrsageautomat	11799192		62693	20230208135951
59810	Variant_Call_Format	11799820		7589	20230217090610
59811	Kano_(Sängerin)	11799862		9302	20230511215808
59812	DA_Z_Digital_Art_Zurich	11801065		3774	20230329095140
59813	Spacehey	11801307		13629	20230217180335
59814	Notebookcheck	11801543		9593	20230717141117
59815	Red_Rooms_(Internet-Phänomen)	11801619		3579	20230808145551
59816	Villa_der_Liebe	11801985		6390	20220707141601
59817	Hanspeter_Guggenbühl	11802355		7098	20221030084412
59818	Qafas	11803369		5099	20211215151606
59819	ERP_Management	11804094		3783	20210921102043
59820	Liste_der_Eigenproduktionen_von_Paramount+	11804098		55290	20230908144103
59821	DNS_over_QUIC	11804332		183	20220723092709
59822	Gheist	11804551		3236	20220515123414
59823	Destruction_AllStars	11804568		11852	20210628094231
59824	Train_Sim_World	11804747		6752	20230906163201
59825	Samurai_Warriors_5	11805209		25136	20230312140753
59826	The_Ascent	11805311		9248	20230317123451
59827	Jedi_(Spiel-Engine)	11805313		3310	20210604101740
59828	After_Yang	11805838		12117	20230315182102
59829	Genauso..._aber_anders	11805966		10080	20230624090002
59830	Ruth_Porat	11806997		2465	20220408204602
59831	Mark_Rober	11807089		16101	20230630113014
59832	ICarly_(2021)	11807197		27886	20230905110158
59833	GGPoker	11807298		4508	20220212133706
59834	Samsung_Galaxy_S21	11807389		9741	20230221131158
59835	F5_Networks	11807629		9562	20230629072732
59836	Wittgensteiner_Familiendatei	11808030		4057	20230411125244
59837	Amy_Hood	11808126		1456	20210701191625
59838	Samsung_Galaxy_Tab_S7	11808143		6239	20221121163426
59839	Radio_Relay_International	11808238		3600	20210912083941
59840	Opta_data_Gruppe	11808349		3659	20230405064134
59841	Only_Murders_in_the_Building	11808460		28767	20230905124318
59842	National_Traffic_System	11808818		3480	20210607103239
59843	Samsung_Galaxy_Z_Fold2	11808978		4400	20230819074303
59844	Panic_(Fernsehserie)	11809758		11293	20230730120156
59845	Vorwerk_Cospoth	11809953		4705	20230507110559
59846	Daten-Governance-Rechtsakt	11810285		5015	20220811082055
59847	Sweet_Tooth_(Fernsehserie)	11810307		22396	20230813083739
59848	And_Just_Like_That_…	11810819		19758	20230829163021
59849	Ayanna_Howard	11810884		11135	20230803103505
59850	Peter_Tóth_(Elektroingenieur)	11811033		5303	20220709100815
59851	Philipp_Schaerer	11811147		15719	20221001132918
59852	Anycubic	11811255		3067	20230812003209
59853	Munich_Personal_RePEc_Archive	11811489		289	20210607075044
59854	Sprout_(E-Sport)	11812130		5808	20230125092427
59855	COMPACT_II	11812228		15439	20230626211125
59856	IOS_15	11812248		9498	20230824065931
59857	MacOS_Monterey	11812297		12798	20230903075315
59858	Mesonbuild	11812677		4751	20230109104557
59859	Adriatique	11812898		2241	20220414171331
59860	Jiva!_–_Tanz_für_deine_Zukunft	11813029		5756	20220503145609
59861	Black_Legend_(Unternehmen)	11813480		4556	20220911213423
59862	Diskriminierungsrisiken_bei_maschinellem_Lernen	11813770		25857	20230524103143
59863	Dreams_of_Dying_Stars	11813784		2552	20230531080558
59864	Substack	11813839		5257	20230623210932
59865	Maggie_(Fernsehserie,_2022)	11814100		10359	20230629220351
59866	Detik.com	11814304		2416	20221022204524
59867	Okezone.com	11814315		3195	20230520134501
59868	Deutsche_Verlustlisten_des_Ersten_Weltkrieges	11814341		7644	20230601205435
59869	Organium	11814356		3192	20220619201840
59870	Ion_Fury	11814561		5192	20220531133127
59871	I_Dream_No_More	11814749		3501	20230208125112
59872	Bäurer	11814894		10041	20221121205857
59873	Tear_Your_Soul_Apart	11815101		2126	20220621131316
59874	Death_Rally	11815133		4342	20230809183728
59875	Star_Wars:_X-Wing_vs._TIE_Fighter	11815620		4412	20230815082058
59876	In_the_Mist	11815774		3357	20230127202356
59877	Philipp_Mickenbecker	11816097		537	20210726194217
59878	Boat_anchor	11816265		5098	20221106164000
59879	Joey’s_Jungle	11816475		5775	20230909155008
59880	Patriot_(Fernsehserie)	11816516		18255	20230320205748
59881	Forbidden_Fields	11816830		2401	20230804120443
59882	Svelte_(Framework)	11818066		5766	20220423114337
59883	Rita_Orji	11818239		9471	20230102175712
59884	The_Dark_Pictures_Anthology:_House_of_Ashes	11818277		6511	20230516120956
59885	Kahlig-Notation	11818406		3744	20210808200823
59886	MBC_M	11818755		3697	20230518121802
59887	Christo_Buschek	11819143		13006	20230705091816
59888	We_Are_Football	11819436		9302	20210708192144
59889	Gamma_Force_in_Pit_of_a_Thousand_Screams	11819766		10104	20210618211423
59890	Egon_Börger	11819954		4804	20220615212841
59891	Oumi_Janta	11820146		6724	20230806202350
59892	A_Plague_Tale	11820393		24382	20230129110910
59893	Bring_Me_Edelweiss	11820474		3295	20230414215159
59894	Mario_Party_Superstars	11820529		252	20221225093450
59895	Silent_Descent	11820551		5595	20230506171253
59896	Bike24	11820747		6783	20230812131204
59897	TCP_Port_Service_Multiplexer	11820748		2662	20230726145518
59898	Import_One-Stop_Shop	11820835		11055	20230116200046
59899	Windows_11	11820911		34522	20230905211048
59900	Take_Me_to_Your_Heart	11820948		3384	20220718170110
59901	Whenever_You_Need_Somebody_(Lied)	11821206		2706	20220627195720
59902	Whenever_You_Need_Somebody_(Album)	11821236		3971	20211123092650
59903	Patrick_Glauner	11821250		5012	20221016162738
59904	AllTrails	11821397		17256	20230824085000
59905	Scott_&_Huutsch_(Fernsehserie)	11821415		9937	20220429213300
59906	Life_Lion	11821440		90	20210616151734
59907	ZAIT	11821476		3536	20230304065042
59908	Telegrafenturm_Bailly_(Yvelines)	11822154		1690	20230613044232
59909	CXPI	11822239		1347	20210617141831
59910	Wolfram_Language	11822306		16663	20211219202117
59911	111_Kilometer_Akten	11822387		244	20230102194159
59912	Z:_Steel_Soldiers	11822432		3122	20230225163612
59913	Liste_der_Eigenproduktionen_für_Joyn	11822489		8987	20230616221313
59914	Lillian_Schwartz	11822683		14585	20220405201442
59915	.app	11823008		2929	20230824085024
59916	Nachrichtenübermittlungsmuster	11823214		4446	20210713104006
59917	MacKeeper	11823613		11349	20230808143931
59918	Hold_Me_in_Your_Arms	11823631		3823	20210622140046
59919	So_Not_Worth_It	11823656		5981	20221010131720
59920	.amazon	11823753		116	20230121155531
59921	Victoria_3	11823885		9268	20230723171856
59922	Glockenbach_(Musikprojekt)	11824065		4679	20230908121411
59923	Aydin_Sarkohi	11824111		7205	20210619103345
59924	ClockClock	11824407		5917	20230831204714
59925	HBz_(DJ-Duo)	11824868		11561	20230815195545
59926	Star_Wars:_Visionen	11824898		37348	20230826063225
59927	Young_Royals	11825678		17245	20230812145946
59928	Robert_Drake	11825864		4250	20210704121805
59929	Melissa_Broder	11826085		2758	20230412161251
59930	Liste_von_Künstlern_des_Sony/ATV_Music_Katalogs	11826191		12323	20230720154909
59931	RocketCake	11826407		2852	20230616125831
59932	Wesley_Schum	11826455		3233	20220906192151
59933	NSSC-1	11826762		4612	20211117203219
59934	Marvel’s_Spider-Man:_Miles_Morales	11827672		15953	20230905165935
59935	Roofing-Filter	11827815		4792	20210705083742
59936	Love_to_Go	11828150		2770	20230422142244
59937	Sit_and_Wait	11828209		3182	20221226225644
59938	Clarkson’s_Farm	11828356		21645	20230316081522
59939	Street_Fighter:_Assassin’s_Fist	11828363		6724	20230807085346
59940	Zombie_Shooter	11828586		4413	20220527190146
59941	Hans_Joachim_Dreyer	11828756		3734	20221206083407
59942	GlobalConnect	11828800		13232	20230126164704
59943	Stefan_Wrobel	11829171		6161	20230105130004
59944	If_Only_I_Could	11829253		3185	20221226222010
59945	Standardvertragsklauseln	11829320		14162	20230315071355
59946	Ballooning_(Virtualisierung)	11829411		1787	20210917082700
59947	Dead_Rising:_Endgame	11829586		4720	20230303135049
59948	Rachel_Zegler	11829717		4983	20230816065637
59949	Amazon-Luna-Spiel	11830010	Category	241	20220928050600
59950	Tremor_(Computervirus)	11830356		14982	20230104010525
59951	One-Stop-Shop_(EU)	11830616		16080	20230208094158
59952	Journal_of_Experimental_Psychopathology	11830687		2297	20220515145949
59953	Super-HI	11830705		4154	20230606191449
59954	Ernesto_William_De_Luca	11830777		1605	20230309202431
59955	Vinzenz_Schwab	11832002		5304	20210921135257
59956	Goldmoney_Asian_Rapid	11832046		9104	20210901052205
59957	J.U.L.I.A.:_Among_the_Stars	11832760		13197	20230102050136
59958	Nicht-EU-One-Stop_Shop	11833294		12431	20230905163700
59959	Neeka	11833492		3803	20230516082205
59960	Flottendienstboot_Klasse_424	11833495		5624	20230711193425
59961	Hell_Yes	11833528		4955	20220623161335
59962	Imran_Hamza_Alawiye	11834118		5801	20220731050900
59963	Leprogres.fr	11834288		113	20210630083908
59964	Huangsches_Gesetz	11834415		4153	20221202232743
59965	Verletzung_des_Schutzes_personenbezogener_Daten	11834433		8686	20211227210541
59966	Tyrian	11834566		6498	20230513085342
59967	Alchemy_Stars	11834718		10510	20220818160742
59968	Onel_de_Guzmán	11834760		17274	20230909084656
59969	Interspecies_Reviewers	11834977		27448	20230907144236
59970	Max_Cooper_(Musikproduzent)	11835055		3613	20210829132311
59971	BillPay	11835084		59	20210628110823
59972	Brave_Search	11835316		3428	20230622210249
59973	Clarence_Cecil_Moore	11835383		4916	20230513052601
59974	Johann_Kranz	11835568		5471	20220702130255
59975	SnapPy	11835917		2097	20210629191406
59976	EUginius	11836399		7398	20230823151541
59977	Toroidh	11836717		114	20210629215446
59978	Nutzungsdaten	11837150		2133	20220804092500
59979	Rapid_Analytical_Machine	11837279		11504	20230220124152
59980	Dmesg	11837308		7981	20230808111500
59981	Tierra_Incógnita	11837417		9024	20221126102819
59982	Good_on_Paper	11837938		4450	20230405141723
59983	Frostburg_(Computer)	11837949		3628	20210701174957
59984	Interaktionsmatrix	11837969		1277	20230225155706
59985	KDrive	11838224		7400	20220628093639
59986	Harvest_(Computer)	11838268		3040	20210701124828
59987	Atlantic_Popes	11838946		6771	20221124232600
59988	Kai_Fischbach	11839003		7581	20230110114823
59989	Jupiter’s_Legacy_(Fernsehserie)	11839373		13606	20230906131329
59990	Thinking_Machines	11839450		9473	20220217125739
59991	Tim_in_Tibet_(Computerspiel)	11839486		5025	20211219115944
59992	Wolfgang_Koch_(Informatiker)	11839491		11324	20210828230614
59993	Lobbyregister_Bayern	11839536		5891	20220605150749
59994	Summerburst	11839540		1561	20221113170200
59995	Sunset_Music_Festival	11840274		1632	20230802132058
59996	Palit_Microsystems	11840638		3709	20221225070650
59997	Mary_Shaw_(Informatikerin)	11840657		6853	20230806112651
59998	Der_Nackte_Regisseur	11840663		5428	20220429223818
59999	Feel_Good_(Fernsehserie)	11840879		3071	20230329171119
60000	Cyberattacke_auf_VSA-Server_2021	11841123		11058	20220507083732
60001	Abuse	11841199		8572	20230222194926
60002	Hades_(Computerspiel)	11841257		40788	20230523015153
60003	Virtual_YouTuber	11842587		21703	20230818170902
60004	Haitao_Xiu	11842756		4135	20220221220128
60005	Squad_(Computerspiel)	11842856		9302	20230801235113
60006	OM_Digital_Solutions	11842863		6991	20230805105302
60007	C-Dogs	11842872		4884	20230516193359
60008	SentinelOne	11842932		3607	20220306110230
60009	Claire_Kelly_Schultz	11842984		7939	20230910193452
60010	Fear_Street_–_Teil_1:_1994	11843122		10464	20230316110306
60011	Bulldozer_(Kryptologie)	11843182		6791	20210711143706
60012	Metal_(API)	11843204		6351	20210911103959
60013	Right_in_the_Night_(Fall_in_Love_with_Music)	11843549		10625	20230303124744
60014	REvil	11844299		9548	20230307150318
60015	Ernst-Erich_Doberkat	11844583		4413	20230808205650
60016	Kaseya	11844606		3528	20221204162825
60017	Irene_Greif	11844805		4978	20230809211628
60018	Novalnet	11844884		11299	20220821202119
60019	Markus_Schütz	11844935		21365	20230607224147
60020	Commodore_1084/1084S	11845293		5377	20230428212137
60021	Massive_Chalice	11845377		6055	20210706073743
60022	Recht_auf_digitale_Unversehrtheit	11845423		19481	20230802213930
60023	7400	11845577		2397	20230605193246
60024	Kellee_Santiago	11845601		7071	20220213085623
60025	WavePad_Audio_Editor	11845699		4338	20210811092902
60026	Dave_Rubin	11845786		5316	20230730044133
60027	Deutsche_Betriebsgesellschaft_für_drahtlose_Telegrafie	11845914		6662	20230513050139
60028	Outer_Wilds	11846288		34461	20230618115727
60029	Mary_Allen_Wilkes	11846699		8623	20221223164926
60030	Oppo_Find_X3	11846701		6952	20220511160503
60031	Sony_Xperia_1_III	11847402		5342	20220824154147
60032	September_Mornings	11847417		4290	20230810051239
60033	7490	11847591		1463	20230605193105
60034	Arianna_W._Rosenbluth	11847653		6801	20221004220643
60035	Tanja_Schultz_(Informatikerin)	11847791		4779	20230412170441
60036	Tom_F._Lange	11847889		3180	20220906083119
60037	The_Duke_of_Death_and_His_Maid	11848522		15062	20220530174955
60038	Augusta_H._Teller	11848557		6063	20230629223311
60039	7402	11848566		1457	20230605193343
60040	Marc_Rebillet	11848612		2906	20230726162702
60041	Center_for_Cryptologic_History	11848772		3681	20230605173536
60042	Cryptologic_History_Symposium	11848816		4169	20210710120944
60043	7405	11848842		936	20211004185109
60044	7447	11848873		1109	20230606123137
60045	Karl_Rock	11849262		2231	20221216141240
60046	Digitaler_Euro	11849512		29084	20230817103630
60047	W_Series_Esports_League_2020	11849540		3054	20230213224317
60048	Shūmatsu_no_Valkyrie	11849638		8127	20230731102521
60049	Geschichte_der_Kryptologie	11849969	Category	72	20210710120246
60050	Close_Enough	11849985		9981	20230319132152
60051	Ruth_M._Davis	11849986		6378	20230811203342
60052	Person_mit_Bezug_zur_Enigma-Maschine	11850108	Category	81	20210710214732
60053	Matter_(Standard)	11850223		5415	20230824085121
60054	Tommy_Craze	11850397		2983	20230510081603
60055	Fear_Street_–_Teil_2:_1978	11850461		21956	20230908153814
60056	Shouse	11850512		6959	20230801142812
60057	Reservation_Dogs	11850539		12307	20230201082926
60058	CDawgVA	11850585		11569	20221015084612
60059	Tinlicker	11850593		6384	20230719124536
60060	Gerät_mit_Bezug_zur_Enigma-Maschine	11850824	Category	75	20210711065819
60061	Verfahren_mit_Bezug_zur_Enigma-Maschine	11850825	Category	78	20210711065742
60062	Organisation_mit_Bezug_zur_Enigma-Maschine	11850827	Category	79	20210827175307
60063	Olympus_PEN_E-P7	11850833		7439	20220306161048
60064	MoltenVK	11850846		5796	20230121143935
60065	Werk_mit_Bezug_zur_Enigma-Maschine	11850879	Category	57	20210711080523
60066	AIaaS	11851009		139	20210711093556
60067	Wave_Esports	11851126		12596	20230816144132
60068	Sprinklr	11851140		5264	20230726104914
60069	Secret_World_Live_(Film)	11851224		16102	20230906150245
60070	Ann_Caracristi	11851390		4999	20210719192359
60071	Egg_London	11852186		4206	20221027011749
60072	Christof_Schöch	11852208		1750	20230805075825
60073	Matze_Hielscher	11852314		4418	20230729134141
60074	Earl_H._Pritchard	11852465		6569	20230814052418
60075	Maō_Gakuin_no_Futekigōsha	11853432		14249	20220418123417
60076	Signal_Identification_Wiki	11853443		4641	20230513050817
60077	Bernhard_Plattner	11853519		6094	20230719152508
60078	Hannes_Lubich	11853810		3611	20220919142342
60079	Secure_Reliable_Transport	11853905		5287	20230709221940
60080	Heart_of_the_Alien	11854082		5289	20211206041326
60081	Frogatto_&_Friends	11854712		4919	20230829205610
60082	Dulsberg_Late_Night	11854797		154	20220814072141
60083	Albatross_(Maschine)	11854813		6849	20210716120825
60084	Away_–_Vom_Finden_des_Glücks	11855236		11795	20220204212555
60085	Zombie_Army_Trilogy	11855602		269	20211228151945
60086	Schlüsselkapselungsverfahren	11855927		2761	20211216121412
60087	HBO_Max	11856128	Category	369	20220410074322
60088	Act_of_Aggression	11856234		5733	20230423133625
60089	Kein_Mucks!_–_der_Krimi-Podcast_mit_Bastian_Pastewka	11856343		60288	20230817141959
60090	Steam_Deck	11856576		31409	20230829154523
60091	Cksum	11856607		3047	20230318181926
60092	NSA_Scientific_Advisory_Board	11856759		4954	20210716123835
60093	Ashampoo_Photo_Commander	11856864		3088	20220914115238
60094	Howard_Engstrom	11856884		7449	20210721171811
60095	Schmalbandrichtfunknetz	11857106		71	20210716182315
60096	SED-Richtfunknetz	11857108	Category	311	20230828083704
60097	Raptor_(Computerspiel)	11857752		2853	20220101181047
60098	James_Pendergrass	11857812		5118	20220317055346
60099	Double_Dragon_–_Die_5._Dimension	11857903		4845	20230906131716
60100	Sub_Culture	11858557		5721	20230731215949
60101	The_Legend_of_Zelda:_Skyward_Sword_HD	11858731		289	20221012124053
60102	Communications_Supplementary_Activity	11858977		7037	20210721082143
60103	RP2040	11859023		6592	20230701150821
60104	Shein	11859049		18668	20230803145005
60105	Deathloop	11859240		20612	20230409164036
60106	Kanboard	11859301		7929	20230327203702
60107	Mario_Kart_Live:_Home_Circuit	11859557		1958	20230818094607
60108	Future_Wars	11859660		3649	20230225150829
60109	EA_Seattle	11859864		4449	20230222182048
60110	Susan_Hockey	11860825		5936	20230727130333
60111	Fachausdruck_mit_Bezug_zur_Enigma-Maschine	11861043	Category	31	20210719134515
60112	51_Worldwide_Games	11861054		10175	20230712092347
60113	Super_Rare_Games	11861122		11896	20221108213853
60114	Kriegsnotmeldung	11861144		6501	20210814114129
60115	Forza_Horizon_5	11861151		15212	20230824150916
60116	Kryptoanalytiker_in_den_Vereinigten_Staaten	11861377	Category	175	20210719201720
60117	Momentum-Magazin	11861629		62	20210811120820
60118	Toki_Tori_2	11861703		6737	20230220203758
